return_id,sku_id,transaction_id,return_date,return_reason,refund_amount,restocked
RET001334,SKU0016,TXN0003805,2024-01-19,wrong_item,71.55,True
RET001335,SKU0073,TXN0016356,2023-12-20,wrong_size,271.72,False
RET001336,SKU0284,TXN0071581,2023-07-16,style_preference,67.77,False
RET001337,SKU0226,TXN0057807,2024-07-22,defective,650.84,True
RET001338,SKU0103,TXN0025394,2024-10-16,wrong_size,93.13,False
RET001339,SKU0271,TXN0068728,2024-10-11,quality_issue,68.72,True
RET001340,SKU0210,TXN0053893,2023-07-13,quality_issue,133.12,True
RET001341,SKU0172,TXN0043543,2023-04-19,style_preference,161.48,False
RET001342,SKU0009,TXN0001793,2024-04-28,quality_issue,62.43,True
RET001343,SKU0053,TXN0010785,2023-10-29,wrong_item,361.83,True
RET001344,SKU0282,TXN0071067,2024-04-14,style_preference,75.6,True
RET001345,SKU0196,TXN0050225,2024-01-25,quality_issue,76.96,True
RET001346,SKU0163,TXN0040227,2023-09-20,wrong_size,108.02,False
RET001347,SKU0231,TXN0059045,2024-07-17,style_preference,84.83,False
RET001348,SKU0081,TXN0019512,2023-10-29,style_preference,396.5,True
RET001349,SKU0148,TXN0037393,2024-07-18,style_preference,181.06,True
RET001350,SKU0166,TXN0041703,2024-08-25,quality_issue,171.42,True
RET001351,SKU0164,TXN0040851,2024-11-05,style_preference,60.27,True
RET001352,SKU0048,TXN0010138,2024-08-18,quality_issue,61.54,True
RET001353,SKU0063,TXN0013859,2023-08-01,quality_issue,133.82,False
RET001354,SKU0252,TXN0064269,2024-08-16,style_preference,284.34,False
RET001355,SKU0246,TXN0062490,2024-10-12,defective,336.85,False
RET001356,SKU0141,TXN0035818,2024-08-20,style_preference,215.01,True
RET001357,SKU0203,TXN0052193,2023-05-11,quality_issue,226.52,True
RET001358,SKU0248,TXN0063114,2023-10-31,wrong_size,113.94,False
RET001359,SKU0103,TXN0025253,2024-04-10,quality_issue,99.12,True
RET001360,SKU0261,TXN0065739,2023-08-09,style_preference,49.28,False
RET001361,SKU0036,TXN0007546,2023-07-02,wrong_size,81.66,False
RET001362,SKU0219,TXN0056204,2024-04-03,defective,466.32,True
RET001363,SKU0026,TXN0005224,2024-01-22,defective,95.21,True
RET001364,SKU0126,TXN0032006,2024-02-05,style_preference,221.97,True
RET001365,SKU0196,TXN0050089,2023-09-05,wrong_size,81.94,True
RET001366,SKU0156,TXN0038681,2024-07-24,wrong_size,257.06,True
RET001367,SKU0167,TXN0041827,2023-04-20,defective,354.79,False
RET001368,SKU0268,TXN0067756,2024-10-13,style_preference,48.64,True
RET001369,SKU0268,TXN0067548,2023-03-08,defective,47.99,False
RET001370,SKU0292,TXN0074171,2024-07-17,wrong_size,75.7,False
RET001371,SKU0224,TXN0057119,2024-04-12,style_preference,820.85,False
RET001372,SKU0200,TXN0051607,2023-09-04,style_preference,163.18,False
RET001373,SKU0272,TXN0068901,2023-07-28,wrong_size,97.96,False
RET001374,SKU0055,TXN0012002,2024-10-24,defective,361.82,True
RET001375,SKU0259,TXN0065089,2023-08-13,wrong_size,79.1,True
RET001376,SKU0120,TXN0029842,2023-05-15,style_preference,223.33,True
RET001377,SKU0001,TXN0000455,2024-09-01,style_preference,405.55,True
RET001378,SKU0056,TXN0012259,2023-10-15,quality_issue,318.12,True
RET001379,SKU0212,TXN0054397,2025-01-18,style_preference,201.62,True
RET001380,SKU0122,TXN0030666,2024-02-27,wrong_item,110.48,True
RET001381,SKU0113,TXN0027828,2023-12-01,style_preference,116.29,True
RET001382,SKU0039,TXN0008064,2024-06-23,quality_issue,47.04,False
RET001383,SKU0115,TXN0028151,2024-03-19,wrong_size,47.79,True
RET001384,SKU0140,TXN0035370,2023-11-21,quality_issue,93.38,False
RET001385,SKU0113,TXN0027750,2023-07-15,wrong_size,107.97,False
RET001386,SKU0292,TXN0074063,2023-11-09,wrong_size,70.02,False
RET001387,SKU0220,TXN0056440,2023-10-27,wrong_size,208.63,True
RET001388,SKU0074,TXN0016896,2024-04-08,style_preference,63.99,True
RET001389,SKU0073,TXN0016344,2023-12-10,quality_issue,306.24,True
RET001390,SKU0035,TXN0007221,2023-06-22,wrong_size,114.94,True
RET001391,SKU0096,TXN0023967,2024-08-23,wrong_size,149.32,True
RET001392,SKU0100,TXN0024583,2024-08-09,wrong_size,693.16,False
RET001393,SKU0101,TXN0024857,2024-07-13,style_preference,621.55,False
RET001394,SKU0048,TXN0010086,2024-06-18,style_preference,60.86,True
RET001395,SKU0099,TXN0024135,2023-10-16,quality_issue,73.84,False
RET001396,SKU0272,TXN0069023,2024-01-10,quality_issue,98.71,True
RET001397,SKU0205,TXN0052481,2023-04-12,quality_issue,74.22,True
RET001398,SKU0281,TXN0070858,2024-12-26,wrong_size,78.62,True
RET001399,SKU0161,TXN0039848,2023-12-23,quality_issue,82.35,False
RET001400,SKU0059,TXN0013469,2024-12-18,quality_issue,73.15,False
RET001401,SKU0030,TXN0006197,2024-12-21,style_preference,316.97,True
RET001402,SKU0163,TXN0040399,2024-05-24,style_preference,110.91,True
RET001403,SKU0122,TXN0030676,2024-04-02,wrong_size,118.56,True
RET001404,SKU0178,TXN0044926,2024-11-27,wrong_size,805.97,True
RET001405,SKU0281,TXN0070653,2023-08-20,quality_issue,79.74,False
RET001406,SKU0185,TXN0046497,2023-08-11,wrong_item,244.67,True
RET001407,SKU0138,TXN0035166,2024-10-20,defective,167.69,True
RET001408,SKU0198,TXN0051066,2024-05-03,wrong_size,385.15,True
RET001409,SKU0084,TXN0020874,2024-08-18,wrong_item,71.26,False
RET001410,SKU0048,TXN0010017,2024-03-26,style_preference,55.22,True
RET001411,SKU0144,TXN0036320,2024-01-03,style_preference,145.65,False
RET001412,SKU0198,TXN0050911,2023-03-20,wrong_size,407.27,True
RET001413,SKU0032,TXN0006686,2024-02-07,style_preference,586.01,True
RET001414,SKU0072,TXN0016124,2024-07-30,style_preference,137.75,True
RET001415,SKU0022,TXN0005006,2024-08-16,defective,143.34,True
RET001416,SKU0090,TXN0022497,2023-05-19,quality_issue,219.73,True
RET001417,SKU0290,TXN0073387,2024-04-18,quality_issue,50.91,False
RET001418,SKU0192,TXN0048519,2024-06-24,style_preference,88.8,False
RET001419,SKU0084,TXN0020825,2024-06-17,defective,74.49,True
RET001420,SKU0208,TXN0053294,2023-04-20,style_preference,450.56,True
RET001421,SKU0115,TXN0028297,2025-01-04,wrong_size,49.07,True
RET001422,SKU0122,TXN0030668,2024-03-19,wrong_item,104.1,True
RET001423,SKU0067,TXN0015277,2024-08-27,wrong_size,192.35,True
RET001424,SKU0081,TXN0019850,2024-12-28,style_preference,341.55,False
RET001425,SKU0074,TXN0016630,2023-05-29,defective,70.66,True
RET001426,SKU0272,TXN0069171,2024-07-05,quality_issue,98.16,False
RET001427,SKU0130,TXN0033249,2025-01-07,wrong_size,200.46,True
RET001428,SKU0105,TXN0026059,2024-01-06,style_preference,424.75,False
RET001429,SKU0120,TXN0029973,2024-02-20,quality_issue,222.49,True
RET001430,SKU0032,TXN0006760,2024-08-28,wrong_size,590.69,True
RET001431,SKU0123,TXN0031000,2024-06-17,style_preference,45.64,True
RET001432,SKU0256,TXN0064822,2024-02-17,defective,293.64,True
RET001433,SKU0282,TXN0071128,2024-08-04,wrong_size,85.99,True
RET001434,SKU0179,TXN0045445,2024-10-14,wrong_item,361.67,True
RET001435,SKU0040,TXN0008446,2024-10-08,wrong_size,419.87,False
RET001436,SKU0178,TXN0044806,2024-02-05,wrong_size,834.89,True
RET001437,SKU0271,TXN0068410,2023-01-28,quality_issue,64.82,False
RET001438,SKU0015,TXN0003310,2023-09-21,style_preference,142.76,True
RET001439,SKU0243,TXN0061977,2023-07-10,wrong_size,99.0,True
RET001440,SKU0101,TXN0024913,2024-11-07,style_preference,673.84,True
RET001441,SKU0248,TXN0063412,2024-11-10,quality_issue,108.3,True
RET001442,SKU0090,TXN0022780,2025-01-01,wrong_size,213.24,True
RET001443,SKU0167,TXN0041934,2023-11-11,wrong_size,376.62,True
RET001444,SKU0221,TXN0056613,2023-03-05,quality_issue,223.26,False
RET001445,SKU0228,TXN0058385,2024-08-01,style_preference,220.03,True
RET001446,SKU0103,TXN0025203,2024-01-30,quality_issue,88.03,True
RET001447,SKU0145,TXN0036618,2024-04-06,quality_issue,136.15,False
RET001448,SKU0212,TXN0054188,2023-06-27,style_preference,192.33,True
RET001449,SKU0174,TXN0044165,2024-05-03,wrong_size,533.03,True
RET001450,SKU0104,TXN0025771,2024-12-10,wrong_size,573.74,True
RET001451,SKU0044,TXN0008749,2023-02-12,quality_issue,196.36,False
RET001452,SKU0286,TXN0072145,2024-03-22,wrong_size,170.97,True
RET001453,SKU0195,TXN0049821,2024-09-14,quality_issue,94.34,False
RET001454,SKU0265,TXN0067058,2023-11-08,wrong_size,902.88,True
RET001455,SKU0014,TXN0003051,2023-12-28,wrong_size,306.34,True
RET001456,SKU0294,TXN0074663,2023-10-20,wrong_size,81.4,True
RET001457,SKU0252,TXN0064232,2024-06-23,style_preference,269.68,False
RET001458,SKU0156,TXN0038466,2023-05-26,style_preference,272.88,False
RET001459,SKU0046,TXN0009599,2024-07-07,style_preference,380.61,True
RET001460,SKU0172,TXN0043671,2024-01-18,defective,167.13,True
RET001461,SKU0003,TXN0000644,2023-10-20,style_preference,342.75,False
RET001462,SKU0046,TXN0009545,2024-01-23,wrong_item,429.23,True
RET001463,SKU0085,TXN0021044,2023-07-05,style_preference,68.71,False
RET001464,SKU0197,TXN0050623,2023-09-07,quality_issue,146.75,True
RET001465,SKU0246,TXN0062469,2024-08-26,quality_issue,348.06,True
RET001466,SKU0128,TXN0032346,2023-05-14,style_preference,91.04,True
RET001467,SKU0282,TXN0071185,2024-12-20,wrong_size,77.99,True
RET001468,SKU0134,TXN0034287,2024-10-08,quality_issue,203.04,True
RET001469,SKU0145,TXN0036551,2023-09-06,quality_issue,129.69,True
RET001470,SKU0016,TXN0003800,2023-12-29,defective,65.91,True
RET001471,SKU0077,TXN0017720,2023-12-01,wrong_size,120.38,False
RET001472,SKU0065,TXN0014562,2024-07-03,style_preference,172.53,True
RET001473,SKU0269,TXN0068039,2024-07-14,defective,72.7,False
RET001474,SKU0165,TXN0041362,2024-10-21,wrong_size,189.64,True
RET001475,SKU0088,TXN0021803,2023-10-18,quality_issue,194.37,False
RET001476,SKU0229,TXN0058714,2024-07-17,defective,194.33,True
RET001477,SKU0081,TXN0019736,2024-08-29,style_preference,343.23,False
RET001478,SKU0290,TXN0073163,2023-07-07,style_preference,47.48,True
RET001479,SKU0101,TXN0024862,2024-07-16,wrong_size,710.01,False
RET001480,SKU0232,TXN0059215,2023-06-18,defective,180.68,True
RET001481,SKU0045,TXN0009129,2023-07-11,style_preference,374.24,False
RET001482,SKU0286,TXN0071966,2023-08-10,style_preference,203.07,True
RET001483,SKU0214,TXN0055112,2024-12-29,wrong_size,281.0,True
RET001484,SKU0167,TXN0041967,2024-02-16,wrong_size,397.16,False
RET001485,SKU0036,TXN0007520,2023-05-24,wrong_size,92.38,True
RET001486,SKU0118,TXN0029453,2024-08-24,wrong_item,417.16,True
RET001487,SKU0294,TXN0074720,2024-04-11,quality_issue,88.09,True
RET001488,SKU0015,TXN0003355,2023-11-28,wrong_item,140.15,True
RET001489,SKU0117,TXN0029054,2024-07-02,quality_issue,274.06,True
RET001490,SKU0035,TXN0007300,2023-12-22,defective,120.27,True
RET001491,SKU0010,TXN0002256,2024-12-16,wrong_size,131.47,True
RET001492,SKU0290,TXN0073439,2024-06-13,wrong_size,49.61,True
RET001493,SKU0194,TXN0049170,2024-02-28,style_preference,269.07,True
RET001494,SKU0129,TXN0032902,2024-11-23,style_preference,51.45,True
RET001495,SKU0271,TXN0068657,2024-07-05,wrong_size,72.56,True
RET001496,SKU0228,TXN0058377,2024-08-05,wrong_size,227.17,False
RET001497,SKU0091,TXN0022929,2024-02-20,wrong_size,94.96,True
RET001498,SKU0004,TXN0000821,2023-01-13,quality_issue,319.02,False
RET001499,SKU0200,TXN0051823,2025-01-15,wrong_size,154.33,True
RET001500,SKU0100,TXN0024629,2024-11-14,wrong_size,798.72,True
RET001501,SKU0067,TXN0015171,2024-01-28,wrong_size,199.07,True
RET001502,SKU0262,TXN0066023,2023-04-12,style_preference,296.97,False
RET001503,SKU0215,TXN0055128,2023-02-20,defective,272.95,True
RET001504,SKU0066,TXN0014958,2024-10-08,style_preference,180.68,True
RET001505,SKU0112,TXN0027419,2023-04-28,style_preference,81.68,True
RET001506,SKU0264,TXN0066821,2024-05-10,wrong_size,94.83,False
RET001507,SKU0129,TXN0032826,2024-06-04,style_preference,53.54,True
RET001508,SKU0226,TXN0057588,2023-03-29,wrong_size,767.93,False
RET001509,SKU0053,TXN0011038,2024-09-06,quality_issue,326.95,True
RET001510,SKU0271,TXN0068741,2024-12-01,quality_issue,74.85,True
RET001511,SKU0290,TXN0073433,2024-06-14,style_preference,46.9,True
RET001512,SKU0045,TXN0009235,2024-01-15,quality_issue,388.5,False
RET001513,SKU0035,TXN0007252,2023-08-01,wrong_item,114.89,True
RET001514,SKU0298,TXN0075690,2023-10-16,quality_issue,344.7,False
RET001515,SKU0099,TXN0024262,2024-09-20,quality_issue,69.04,True
RET001516,SKU0232,TXN0059576,2024-09-17,quality_issue,182.78,False
RET001517,SKU0227,TXN0058109,2024-10-31,defective,115.89,True
RET001518,SKU0113,TXN0027898,2024-07-23,quality_issue,116.44,True
RET001519,SKU0085,TXN0021205,2024-08-11,wrong_item,75.69,True
RET001520,SKU0122,TXN0030702,2024-07-05,defective,105.95,True
RET001521,SKU0077,TXN0017724,2023-12-05,wrong_size,108.26,True
RET001522,SKU0140,TXN0035346,2023-09-10,defective,86.54,True
RET001523,SKU0284,TXN0071660,2023-12-31,wrong_item,66.4,True
RET001524,SKU0203,TXN0052357,2024-06-27,style_preference,212.31,True
RET001525,SKU0144,TXN0036430,2024-11-27,wrong_item,129.42,False
RET001526,SKU0016,TXN0003875,2024-05-04,wrong_size,74.82,False
RET001527,SKU0232,TXN0059552,2024-08-07,style_preference,193.54,True
RET001528,SKU0064,TXN0014226,2024-03-02,quality_issue,258.64,False
RET001529,SKU0048,TXN0009933,2023-12-04,defective,63.05,True
RET001530,SKU0218,TXN0055689,2023-11-15,style_preference,88.53,True
RET001531,SKU0090,TXN0022504,2023-06-18,style_preference,218.57,False
RET001532,SKU0236,TXN0060438,2024-05-09,wrong_size,295.94,True
RET001533,SKU0260,TXN0065357,2023-02-25,defective,174.93,True
RET001534,SKU0294,TXN0074621,2023-07-23,style_preference,86.37,True
RET001535,SKU0053,TXN0010826,2023-12-24,defective,335.25,False
RET001536,SKU0067,TXN0015198,2024-03-31,defective,189.92,False
RET001537,SKU0144,TXN0036306,2023-11-30,quality_issue,130.02,True
RET001538,SKU0032,TXN0006758,2024-08-17,wrong_size,548.42,True
RET001539,SKU0138,TXN0034938,2023-12-16,defective,165.79,False
RET001540,SKU0117,TXN0029128,2024-10-21,wrong_size,239.14,True
RET001541,SKU0263,TXN0066453,2024-01-06,style_preference,218.92,True
RET001542,SKU0215,TXN0055164,2023-06-02,wrong_size,311.69,False
RET001543,SKU0048,TXN0009729,2023-04-20,style_preference,56.28,False
RET001544,SKU0262,TXN0066085,2023-07-28,style_preference,284.18,True
RET001545,SKU0065,TXN0014615,2024-09-17,wrong_size,185.1,False
RET001546,SKU0117,TXN0028887,2023-11-10,wrong_item,234.91,True
RET001547,SKU0035,TXN0007341,2024-04-16,defective,118.22,True
RET001548,SKU0088,TXN0021667,2023-04-27,quality_issue,224.86,False
RET001549,SKU0077,TXN0017782,2024-02-20,wrong_size,103.48,False
RET001550,SKU0074,TXN0016649,2023-06-15,quality_issue,60.42,False
RET001551,SKU0129,TXN0032618,2023-02-24,style_preference,46.98,True
RET001552,SKU0053,TXN0011077,2024-10-01,style_preference,379.66,True
RET001553,SKU0163,TXN0040571,2025-01-11,style_preference,107.92,True
RET001554,SKU0150,TXN0037903,2023-06-22,wrong_size,84.88,True
RET001555,SKU0036,TXN0007809,2024-11-27,wrong_item,88.43,False
RET001556,SKU0067,TXN0015034,2023-04-25,wrong_size,203.49,False
RET001557,SKU0184,TXN0046078,2024-02-06,defective,147.65,True
RET001558,SKU0073,TXN0016461,2024-08-21,style_preference,314.79,True
RET001559,SKU0192,TXN0048318,2023-08-30,wrong_item,87.39,True
RET001560,SKU0086,TXN0021304,2023-04-18,defective,109.48,True
RET001561,SKU0112,TXN0027458,2023-07-16,style_preference,93.19,False
RET001562,SKU0138,TXN0034968,2024-02-17,wrong_item,167.08,False
RET001563,SKU0075,TXN0017450,2024-12-31,style_preference,61.66,False
RET001564,SKU0179,TXN0045046,2023-05-30,quality_issue,388.64,True
RET001565,SKU0213,TXN0054733,2024-12-21,quality_issue,50.24,True
RET001566,SKU0033,TXN0006838,2023-01-21,style_preference,188.33,True
RET001567,SKU0195,TXN0049897,2024-12-08,defective,96.81,False
RET001568,SKU0194,TXN0049062,2023-07-02,wrong_size,271.54,True
RET001569,SKU0264,TXN0066661,2023-03-18,style_preference,81.83,True
RET001570,SKU0187,TXN0047189,2023-11-17,quality_issue,159.0,False
RET001571,SKU0036,TXN0007555,2023-07-26,style_preference,76.72,False
RET001572,SKU0179,TXN0045056,2023-06-09,quality_issue,399.14,False
RET001573,SKU0206,TXN0052896,2024-07-21,defective,95.59,False
RET001574,SKU0100,TXN0024381,2023-06-11,defective,821.29,False
RET001575,SKU0184,TXN0045889,2023-06-13,style_preference,145.91,False
RET001576,SKU0159,TXN0039690,2024-12-31,style_preference,395.16,False
RET001577,SKU0169,TXN0042791,2023-12-23,style_preference,135.43,True
RET001578,SKU0251,TXN0063957,2024-06-27,style_preference,326.5,True
RET001579,SKU0094,TXN0023586,2024-03-07,defective,181.47,False
RET001580,SKU0205,TXN0052487,2023-05-09,style_preference,77.11,True
RET001581,SKU0022,TXN0005035,2024-11-11,quality_issue,169.93,True
RET001582,SKU0165,TXN0041396,2024-11-11,quality_issue,170.5,False
RET001583,SKU0157,TXN0038973,2024-05-11,wrong_item,101.43,False
RET001584,SKU0252,TXN0064277,2024-08-30,defective,279.93,True
RET001585,SKU0075,TXN0017150,2023-02-07,style_preference,50.05,True
RET001586,SKU0022,TXN0004802,2023-02-02,quality_issue,174.53,True
RET001587,SKU0148,TXN0037333,2024-04-06,wrong_item,183.79,False
RET001588,SKU0091,TXN0022859,2023-08-12,wrong_size,89.39,True
RET001589,SKU0293,TXN0074299,2023-04-23,wrong_size,679.17,True
RET001590,SKU0138,TXN0034933,2023-12-10,style_preference,175.62,True
RET001591,SKU0169,TXN0042826,2024-04-14,wrong_size,132.77,False
RET001592,SKU0096,TXN0023847,2023-11-07,style_preference,164.83,True
RET001593,SKU0163,TXN0040332,2024-02-10,quality_issue,113.15,True
RET001594,SKU0195,TXN0049794,2024-08-12,quality_issue,93.85,False
RET001595,SKU0144,TXN0036431,2024-11-26,wrong_size,134.82,True
RET001596,SKU0228,TXN0058399,2024-08-07,defective,223.88,True
RET001597,SKU0074,TXN0016852,2024-02-08,quality_issue,61.58,False
RET001598,SKU0225,TXN0057376,2023-11-08,style_preference,55.15,True
RET001599,SKU0147,TXN0036916,2024-07-03,defective,231.59,True
RET001600,SKU0133,TXN0033991,2024-09-23,quality_issue,211.84,False
RET001601,SKU0123,TXN0030902,2023-09-20,wrong_size,42.72,True
RET001602,SKU0121,TXN0030208,2023-06-25,defective,188.62,False
RET001603,SKU0021,TXN0004646,2024-01-10,defective,471.78,True
RET001604,SKU0269,TXN0067891,2023-09-06,wrong_item,68.13,True
RET001605,SKU0116,TXN0028495,2024-01-14,quality_issue,262.92,False
RET001606,SKU0059,TXN0013416,2024-07-23,wrong_size,83.13,True
RET001607,SKU0040,TXN0008195,2023-03-29,defective,480.74,False
RET001608,SKU0289,TXN0072717,2023-04-17,wrong_size,138.74,True
RET001609,SKU0252,TXN0064066,2023-05-06,wrong_size,271.19,True
RET001610,SKU0174,TXN0043850,2023-03-29,quality_issue,504.67,False
RET001611,SKU0240,TXN0061232,2023-08-26,quality_issue,97.41,False
RET001612,SKU0247,TXN0062743,2024-04-04,defective,137.92,False
RET001613,SKU0084,TXN0020757,2024-03-24,quality_issue,80.72,True
RET001614,SKU0021,TXN0004746,2024-08-19,defective,437.72,False
RET001615,SKU0115,TXN0028114,2023-11-12,wrong_size,48.65,True
RET001616,SKU0290,TXN0073441,2024-07-01,style_preference,46.24,False
RET001617,SKU0276,TXN0070170,2024-04-19,wrong_size,163.15,False
RET001618,SKU0147,TXN0036891,2024-05-07,wrong_item,225.0,False
RET001619,SKU0283,TXN0071299,2023-09-26,wrong_size,56.16,False
RET001620,SKU0129,TXN0032721,2023-10-15,style_preference,49.79,False
RET001621,SKU0193,TXN0048726,2023-07-10,defective,91.97,True
RET001622,SKU0290,TXN0073179,2023-07-17,style_preference,52.04,True
RET001623,SKU0117,TXN0028745,2023-05-24,wrong_size,263.16,False
RET001624,SKU0104,TXN0025783,2025-01-13,quality_issue,481.12,False
RET001625,SKU0226,TXN0057623,2023-06-17,defective,697.07,True
RET001626,SKU0295,TXN0074897,2023-04-27,wrong_size,226.88,True
RET001627,SKU0053,TXN0010894,2024-02-29,wrong_size,355.12,True
RET001628,SKU0094,TXN0023608,2024-05-01,quality_issue,206.01,True
RET001629,SKU0128,TXN0032447,2023-12-17,wrong_size,101.07,False
RET001630,SKU0231,TXN0058973,2024-03-01,wrong_size,90.03,True
RET001631,SKU0144,TXN0036419,2024-11-12,defective,132.83,False
RET001632,SKU0221,TXN0056730,2023-11-29,quality_issue,190.58,True
RET001633,SKU0158,TXN0039106,2023-03-26,quality_issue,295.89,True
RET001634,SKU0197,TXN0050844,2024-11-22,quality_issue,144.68,True
RET001635,SKU0179,TXN0045079,2023-07-18,quality_issue,390.88,True
RET001636,SKU0265,TXN0067092,2024-02-15,quality_issue,788.93,True
RET001637,SKU0067,TXN0015111,2023-09-20,wrong_item,203.63,False
RET001638,SKU0126,TXN0031884,2023-08-31,wrong_item,214.94,True
RET001639,SKU0213,TXN0054601,2024-05-08,wrong_size,48.46,True
RET001640,SKU0292,TXN0073960,2023-03-28,wrong_size,73.75,False
RET001641,SKU0046,TXN0009519,2023-12-05,wrong_size,419.39,True
RET001642,SKU0100,TXN0024622,2024-11-11,wrong_item,663.41,True
RET001643,SKU0168,TXN0042267,2023-08-16,style_preference,443.48,True
RET001644,SKU0168,TXN0042619,2024-12-08,defective,453.89,False
RET001645,SKU0056,TXN0012352,2024-01-31,wrong_size,369.73,True
RET001646,SKU0085,TXN0021105,2023-11-10,wrong_size,74.35,True
RET001647,SKU0077,TXN0018049,2024-12-26,wrong_size,111.32,True
RET001648,SKU0117,TXN0029079,2024-08-04,wrong_size,261.49,False
RET001649,SKU0232,TXN0059269,2023-08-16,wrong_size,207.69,False
RET001650,SKU0126,TXN0031952,2023-12-04,wrong_size,202.69,True
RET001651,SKU0104,TXN0025695,2024-06-22,defective,487.07,True
RET001652,SKU0269,TXN0067827,2023-04-03,wrong_size,67.33,False
RET001653,SKU0300,TXN0076451,2023-09-23,wrong_size,177.18,True
RET001654,SKU0269,TXN0067943,2024-01-09,style_preference,67.83,False
RET001655,SKU0199,TXN0051228,2023-04-25,style_preference,69.43,True
RET001656,SKU0194,TXN0049135,2023-12-13,style_preference,304.74,False
RET001657,SKU0210,TXN0054025,2024-05-25,wrong_item,141.03,True
RET001658,SKU0286,TXN0072043,2023-11-17,wrong_item,194.66,False
RET001659,SKU0077,TXN0017854,2024-05-05,wrong_item,117.32,True
RET001660,SKU0045,TXN0009147,2023-08-13,wrong_item,373.4,False
RET001661,SKU0143,TXN0035992,2023-10-15,quality_issue,921.85,True
RET001662,SKU0174,TXN0043887,2023-05-13,wrong_size,505.05,True
RET001663,SKU0183,TXN0045765,2024-10-05,style_preference,172.84,False
RET001664,SKU0126,TXN0031814,2023-06-07,style_preference,200.32,False
RET001665,SKU0178,TXN0044793,2024-01-13,wrong_item,890.27,True
RET001666,SKU0178,TXN0044724,2023-08-15,style_preference,807.65,True
RET001667,SKU0081,TXN0019720,2024-08-05,defective,361.33,True
RET001668,SKU0033,TXN0006922,2023-09-01,style_preference,217.23,False
RET001669,SKU0183,TXN0045598,2023-08-29,wrong_size,198.6,True
RET001670,SKU0022,TXN0005048,2024-12-18,style_preference,165.22,False
RET001671,SKU0030,TXN0005955,2023-06-04,defective,296.35,True
RET001672,SKU0121,TXN0030348,2024-04-25,wrong_size,169.94,True
RET001673,SKU0282,TXN0071029,2023-12-26,wrong_size,80.98,True
RET001674,SKU0296,TXN0075298,2023-12-09,style_preference,624.11,False
RET001675,SKU0163,TXN0040070,2023-04-04,style_preference,102.77,False
RET001676,SKU0143,TXN0035982,2023-09-11,style_preference,1023.74,True
RET001677,SKU0248,TXN0063207,2024-03-09,quality_issue,108.64,False
RET001678,SKU0268,TXN0067554,2023-03-31,quality_issue,51.61,True
RET001679,SKU0236,TXN0060513,2024-11-09,wrong_size,312.22,True
RET001680,SKU0144,TXN0036386,2024-07-29,quality_issue,148.4,True
RET001681,SKU0004,TXN0000937,2023-11-09,quality_issue,353.17,True
RET001682,SKU0148,TXN0037148,2023-08-23,style_preference,176.12,True
RET001683,SKU0053,TXN0011134,2025-01-11,quality_issue,342.82,True
RET001684,SKU0298,TXN0075468,2023-01-09,style_preference,394.49,True
RET001685,SKU0148,TXN0036978,2023-01-24,wrong_size,180.98,False
RET001686,SKU0119,TXN0029526,2023-01-11,defective,128.11,True
RET001687,SKU0043,TXN0008732,2024-12-17,quality_issue,384.6,True
RET001688,SKU0201,TXN0052070,2024-07-28,quality_issue,357.67,False
RET001689,SKU0281,TXN0070581,2023-02-21,defective,79.25,False
RET001690,SKU0138,TXN0034982,2024-03-13,wrong_size,162.6,True
RET001691,SKU0231,TXN0058935,2023-11-18,defective,84.0,False
RET001692,SKU0096,TXN0023966,2024-08-06,quality_issue,166.34,True
RET001693,SKU0168,TXN0042243,2023-07-19,style_preference,418.03,False
RET001694,SKU0269,TXN0068106,2024-12-21,style_preference,65.28,False
RET001695,SKU0036,TXN0007500,2023-03-14,wrong_size,82.0,True
RET001696,SKU0027,TXN0005620,2024-10-31,quality_issue,217.26,True
RET001697,SKU0085,TXN0021229,2024-09-26,style_preference,78.61,True
RET001698,SKU0077,TXN0017519,2023-03-23,style_preference,103.0,False
RET001699,SKU0001,TXN0000411,2024-07-15,style_preference,376.01,True
RET001700,SKU0018,TXN0004414,2024-08-23,wrong_size,94.26,True
RET001701,SKU0103,TXN0025386,2024-09-30,quality_issue,84.7,False
RET001702,SKU0177,TXN0044409,2023-05-01,quality_issue,169.7,True
RET001703,SKU0286,TXN0071860,2023-02-22,style_preference,206.16,False
RET001704,SKU0203,TXN0052214,2023-07-20,style_preference,221.5,False
RET001705,SKU0094,TXN0023681,2024-08-28,wrong_size,195.25,True
RET001706,SKU0120,TXN0029821,2023-03-12,style_preference,203.25,True
RET001707,SKU0063,TXN0013776,2023-01-23,wrong_size,119.98,True
RET001708,SKU0091,TXN0022849,2023-07-17,quality_issue,78.09,True
RET001709,SKU0126,TXN0032127,2024-07-09,wrong_size,210.28,True
RET001710,SKU0046,TXN0009431,2023-05-20,style_preference,457.04,True
RET001711,SKU0081,TXN0019335,2023-04-03,wrong_size,386.94,True
RET001712,SKU0053,TXN0010592,2023-02-24,style_preference,379.16,False
RET001713,SKU0220,TXN0056472,2024-01-28,quality_issue,223.43,False
RET001714,SKU0265,TXN0067041,2023-09-02,defective,863.85,False
RET001715,SKU0269,TXN0067954,2024-01-27,defective,67.31,False
RET001716,SKU0233,TXN0059756,2023-07-20,style_preference,718.39,True
RET001717,SKU0079,TXN0018714,2024-01-03,quality_issue,136.29,False
