sku_id,store_id,quantity_on_hand,reorder_point,quantity_on_order,days_of_supply,last_restocked_date,warehouse_location
SKU0046,STORE15,181,26,0,312,2024-11-28,WH-B01
SKU0048,STORE01,168,85,0,89,2024-11-30,WH-C01
SKU0048,STORE02,134,85,0,71,2024-12-06,WH-B12
SKU0048,STORE03,136,85,0,72,2024-11-26,WH-A17
SKU0048,STORE04,100,85,0,53,2024-11-02,WH-C15
SKU0048,STORE05,232,85,0,123,2024-11-15,WH-A15
SKU0048,STORE06,187,85,0,99,2024-11-10,WH-B04
SKU0048,STORE07,177,85,0,94,2024-12-18,WH-A09
SKU0048,STORE08,113,85,0,60,2024-10-03,WH-C17
SKU0048,STORE09,195,85,0,103,2024-10-17,WH-A07
SKU0048,STORE10,278,85,0,147,2024-11-05,WH-A17
SKU0048,STORE11,191,85,0,101,2024-11-16,WH-A05
SKU0048,STORE12,124,85,0,66,2024-11-07,WH-A01
SKU0048,STORE13,45,85,0,24,2024-12-30,WH-B10
SKU0048,STORE14,20,85,56,11,2024-11-01,WH-A07
SKU0048,STORE15,302,85,0,160,2024-10-31,WH-B17
SKU0049,STORE01,75,26,0,129,2024-10-24,WH-C08
SKU0049,STORE02,173,26,0,296,2024-10-24,WH-A09
SKU0049,STORE03,93,26,0,159,2024-12-11,WH-A04
SKU0049,STORE04,185,26,0,317,2024-12-16,WH-C04
SKU0049,STORE05,43,26,0,74,2024-11-05,WH-C18
SKU0049,STORE06,5,26,17,9,2024-12-14,WH-A19
SKU0049,STORE07,98,26,0,169,2024-10-29,WH-C10
SKU0049,STORE08,23,26,0,40,2024-10-13,WH-B17
SKU0049,STORE09,64,26,0,111,2024-12-23,WH-B14
SKU0049,STORE10,12,26,0,22,2024-10-15,WH-A04
SKU0049,STORE11,11,26,17,20,2024-11-12,WH-C08
SKU0049,STORE12,35,26,0,61,2024-11-02,WH-B07
SKU0049,STORE13,97,26,0,167,2024-11-04,WH-A16
SKU0049,STORE14,55,26,0,94,2024-10-10,WH-A18
SKU0049,STORE15,1,26,17,3,2024-11-04,WH-A03
SKU0053,STORE01,313,82,0,171,2024-10-08,WH-A11
SKU0053,STORE02,110,82,0,60,2024-11-06,WH-A05
SKU0053,STORE03,178,82,0,97,2024-11-23,WH-C01
SKU0053,STORE04,135,82,0,74,2024-10-28,WH-B14
SKU0053,STORE05,258,82,0,141,2024-10-25,WH-A11
SKU0053,STORE06,130,82,0,71,2024-10-19,WH-B05
SKU0053,STORE07,458,82,0,250,2024-11-20,WH-B04
SKU0053,STORE08,306,82,0,167,2024-12-28,WH-B11
SKU0053,STORE09,238,82,0,130,2024-12-20,WH-B19
SKU0053,STORE10,302,82,0,165,2024-10-16,WH-C15
SKU0053,STORE11,12,82,55,7,2024-11-05,WH-C02
SKU0053,STORE12,319,82,0,174,2024-10-11,WH-C14
SKU0053,STORE13,367,82,0,200,2024-12-02,WH-A11
SKU0053,STORE14,156,82,0,85,2024-12-24,WH-B17
SKU0053,STORE15,302,82,0,165,2024-11-02,WH-A08
SKU0054,STORE01,1,31,21,2,2024-12-22,WH-A03
SKU0054,STORE02,5,31,21,8,2024-10-20,WH-B19
SKU0054,STORE03,36,31,0,51,2024-10-21,WH-A13
SKU0054,STORE04,106,31,0,150,2024-12-18,WH-C03
SKU0054,STORE05,241,31,0,341,2024-11-23,WH-C14
SKU0054,STORE06,130,31,0,184,2024-10-04,WH-A01
SKU0054,STORE07,20,31,0,29,2024-10-23,WH-A03
SKU0054,STORE08,101,31,0,144,2024-10-31,WH-B15
SKU0054,STORE09,89,31,0,127,2024-12-05,WH-A16
SKU0054,STORE10,120,31,0,170,2024-12-10,WH-A06
SKU0054,STORE11,8,31,21,12,2024-12-09,WH-B18
SKU0054,STORE12,80,31,0,114,2024-10-27,WH-C14
SKU0054,STORE13,9,31,21,13,2024-12-06,WH-C17
SKU0054,STORE14,85,31,0,121,2024-11-08,WH-C17
SKU0054,STORE15,3,31,21,5,2024-11-18,WH-B01
SKU0055,STORE01,713,100,0,318,2024-11-27,WH-B02
SKU0055,STORE02,688,100,0,307,2024-12-06,WH-C14
SKU0055,STORE03,2,100,67,1,2024-10-26,WH-B07
SKU0055,STORE04,271,100,0,121,2024-11-14,WH-A03
SKU0055,STORE05,320,100,0,143,2024-12-20,WH-A14
SKU0055,STORE06,341,100,0,152,2024-12-01,WH-B04
SKU0055,STORE07,91,100,0,41,2024-10-27,WH-C09
SKU0055,STORE08,284,100,0,127,2024-12-20,WH-B04
SKU0055,STORE09,11,100,67,5,2024-12-11,WH-A16
SKU0055,STORE10,134,100,0,60,2024-11-24,WH-A09
SKU0055,STORE11,22,100,67,10,2024-12-24,WH-B03
SKU0055,STORE12,38,100,67,17,2024-11-22,WH-B16
SKU0055,STORE13,20,100,67,9,2024-12-17,WH-C13
SKU0055,STORE14,343,100,0,153,2024-10-31,WH-C16
SKU0055,STORE15,255,100,0,114,2024-11-05,WH-A13
SKU0056,STORE01,65,72,0,41,2024-11-06,WH-A09
SKU0056,STORE02,19,72,48,12,2024-10-03,WH-A19
SKU0056,STORE03,175,72,0,109,2024-12-24,WH-A19
SKU0056,STORE04,16,72,48,10,2024-10-31,WH-A08
SKU0056,STORE05,270,72,0,168,2024-12-03,WH-A03
SKU0056,STORE06,295,72,0,184,2024-10-27,WH-A16
SKU0056,STORE07,45,72,0,28,2024-11-30,WH-A11
SKU0056,STORE08,173,72,0,108,2024-10-23,WH-B08
SKU0056,STORE09,252,72,0,157,2024-10-26,WH-C14
SKU0056,STORE10,43,72,0,27,2024-11-26,WH-C10
SKU0056,STORE11,184,72,0,115,2024-10-16,WH-B10
SKU0056,STORE12,191,72,0,119,2024-12-25,WH-A12
SKU0056,STORE13,270,72,0,168,2024-11-20,WH-B03
SKU0056,STORE14,22,72,48,14,2024-12-08,WH-C09
SKU0056,STORE15,255,72,0,159,2024-11-22,WH-C11
SKU0057,STORE01,55,24,0,103,2024-12-03,WH-B16
SKU0057,STORE02,58,24,0,107,2024-11-13,WH-B12
SKU0057,STORE03,32,24,0,59,2024-12-15,WH-C05
SKU0057,STORE04,17,24,0,33,2024-12-10,WH-C05
SKU0057,STORE05,190,24,0,351,2024-12-23,WH-A02
SKU0057,STORE06,90,24,0,166,2024-12-30,WH-B12
SKU0057,STORE07,52,24,0,96,2024-12-30,WH-B03
SKU0057,STORE08,47,24,0,87,2024-12-24,WH-B09
SKU0057,STORE09,42,24,0,79,2024-12-26,WH-A08
SKU0057,STORE10,20,24,0,38,2024-12-02,WH-B12
SKU0057,STORE11,59,24,0,109,2024-11-18,WH-C01
SKU0057,STORE12,0,24,16,1,2024-11-29,WH-A11
SKU0057,STORE13,95,24,0,175,2024-12-27,WH-C12
SKU0057,STORE14,91,24,0,169,2024-12-15,WH-C13
SKU0057,STORE15,5,24,16,11,2024-11-14,WH-B10
SKU0058,STORE01,81,26,0,140,2024-11-29,WH-C03
SKU0058,STORE02,142,26,0,247,2024-12-27,WH-A02
SKU0058,STORE03,3,26,17,6,2024-12-15,WH-B01
SKU0058,STORE04,12,26,0,21,2024-10-21,WH-C04
SKU0058,STORE05,31,26,0,54,2024-12-29,WH-A10
SKU0058,STORE06,70,26,0,121,2024-11-17,WH-B11
SKU0058,STORE07,55,26,0,96,2024-12-13,WH-C04
SKU0058,STORE08,59,26,0,102,2024-11-04,WH-C04
SKU0058,STORE09,99,26,0,172,2024-12-22,WH-C10
SKU0058,STORE10,23,26,0,40,2024-10-07,WH-A08
SKU0058,STORE11,70,26,0,121,2024-10-04,WH-C13
SKU0058,STORE12,210,26,0,363,2024-11-22,WH-A17
SKU0058,STORE13,78,26,0,136,2024-11-11,WH-C16
SKU0058,STORE14,68,26,0,118,2024-11-17,WH-C17
SKU0058,STORE15,5,26,17,10,2024-12-04,WH-A15
SKU0059,STORE01,8,21,14,18,2024-11-15,WH-B02
SKU0059,STORE02,40,21,0,84,2024-12-13,WH-A17
SKU0059,STORE03,7,21,14,15,2024-11-14,WH-B17
SKU0059,STORE04,84,21,0,175,2024-10-23,WH-B01
SKU0059,STORE05,35,21,0,73,2024-11-22,WH-A12
SKU0059,STORE06,56,21,0,117,2024-11-20,WH-B19
SKU0059,STORE07,123,21,0,256,2024-11-16,WH-A17
SKU0059,STORE08,149,21,0,311,2024-10-18,WH-A14
SKU0059,STORE09,5,21,14,11,2024-12-15,WH-A05
SKU0059,STORE10,86,21,0,180,2024-11-20,WH-B12
SKU0059,STORE11,79,21,0,166,2024-12-13,WH-A06
SKU0059,STORE12,78,21,0,163,2024-12-27,WH-C13
SKU0059,STORE13,3,21,14,8,2024-10-12,WH-A05
SKU0059,STORE14,70,21,0,146,2024-11-04,WH-A18
SKU0059,STORE15,35,21,0,74,2024-11-03,WH-B01
SKU0062,STORE01,65,24,0,118,2024-11-27,WH-B12
SKU0062,STORE02,27,24,0,50,2024-10-30,WH-B17
SKU0062,STORE03,45,24,0,82,2024-12-25,WH-B09
SKU0062,STORE04,156,24,0,281,2024-11-26,WH-C11
SKU0062,STORE05,65,24,0,118,2024-12-06,WH-B09
SKU0062,STORE06,45,24,0,82,2024-10-30,WH-C13
SKU0062,STORE07,2,24,16,5,2024-11-19,WH-B13
SKU0062,STORE08,63,24,0,114,2024-10-16,WH-C16
SKU0062,STORE09,23,24,0,42,2024-12-11,WH-A12
SKU0062,STORE10,9,24,16,17,2024-10-29,WH-A12
SKU0062,STORE11,21,24,0,39,2024-10-18,WH-B08
SKU0062,STORE12,46,24,0,83,2024-10-21,WH-A05
SKU0062,STORE13,70,24,0,127,2024-11-08,WH-A08
SKU0062,STORE14,2,24,16,4,2024-10-30,WH-B02
SKU0062,STORE15,36,24,0,66,2024-10-18,WH-A06
SKU0063,STORE01,25,25,0,45,2024-12-23,WH-A08
SKU0063,STORE02,84,25,0,147,2024-12-10,WH-B15
SKU0063,STORE03,81,25,0,142,2024-11-20,WH-A07
SKU0063,STORE04,1,25,17,3,2024-11-14,WH-C10
SKU0063,STORE05,24,25,0,43,2024-10-22,WH-B17
SKU0063,STORE06,89,25,0,156,2024-12-04,WH-A19
SKU0063,STORE07,99,25,0,174,2024-12-25,WH-C03
SKU0063,STORE08,39,25,0,69,2024-10-22,WH-C11
SKU0063,STORE09,21,25,0,38,2024-12-22,WH-B10
SKU0063,STORE10,92,25,0,161,2024-12-12,WH-B19
SKU0063,STORE11,6,25,17,12,2024-10-30,WH-C08
SKU0063,STORE12,89,25,0,157,2024-12-25,WH-C17
SKU0063,STORE13,207,25,0,362,2024-11-04,WH-B08
SKU0063,STORE14,69,25,0,121,2024-12-05,WH-B02
SKU0063,STORE15,70,25,0,123,2024-10-23,WH-A14
SKU0064,STORE01,53,23,0,101,2024-10-23,WH-C12
SKU0064,STORE02,66,23,0,125,2024-10-10,WH-C16
SKU0064,STORE03,145,23,0,274,2024-11-19,WH-C06
SKU0064,STORE04,3,23,15,6,2024-11-19,WH-B16
SKU0064,STORE05,3,23,15,7,2024-11-17,WH-A07
SKU0064,STORE06,33,23,0,63,2024-12-04,WH-C09
SKU0064,STORE07,25,23,0,48,2024-12-22,WH-C13
SKU0064,STORE08,12,23,0,24,2024-12-07,WH-A09
SKU0064,STORE09,38,23,0,72,2024-10-06,WH-C08
SKU0064,STORE10,61,23,0,116,2024-10-03,WH-C19
SKU0064,STORE11,78,23,0,148,2024-12-30,WH-A07
SKU0064,STORE12,92,23,0,174,2024-11-18,WH-B04
SKU0064,STORE13,142,23,0,270,2024-11-07,WH-B08
SKU0064,STORE14,9,23,15,18,2024-10-28,WH-B15
SKU0064,STORE15,84,23,0,160,2024-10-30,WH-B18
SKU0065,STORE01,85,27,0,139,2024-12-12,WH-C03
SKU0065,STORE02,56,27,0,92,2024-11-13,WH-B13
SKU0065,STORE03,11,27,18,19,2024-11-16,WH-C13
SKU0065,STORE04,46,27,0,75,2024-11-13,WH-C04
SKU0065,STORE05,36,27,0,59,2024-12-04,WH-C14
SKU0065,STORE06,86,27,0,140,2024-11-08,WH-A01
SKU0065,STORE07,72,27,0,117,2024-12-20,WH-A07
SKU0065,STORE08,5,27,18,9,2024-10-29,WH-A18
SKU0065,STORE09,96,27,0,157,2024-10-10,WH-A01
SKU0065,STORE10,59,27,0,97,2024-10-26,WH-C14
SKU0065,STORE11,102,27,0,167,2024-12-02,WH-C15
SKU0065,STORE12,25,27,0,41,2024-10-06,WH-A16
SKU0065,STORE13,43,27,0,71,2024-11-02,WH-A06
SKU0065,STORE14,138,27,0,225,2024-12-14,WH-A07
SKU0065,STORE15,52,27,0,85,2024-12-21,WH-B05
SKU0066,STORE01,78,28,0,125,2024-11-23,WH-A09
SKU0066,STORE02,7,28,18,12,2024-12-08,WH-A16
SKU0066,STORE03,21,28,0,34,2024-11-06,WH-A19
SKU0066,STORE04,46,28,0,74,2024-10-09,WH-B09
SKU0066,STORE05,12,28,18,20,2024-11-15,WH-B13
SKU0066,STORE06,0,28,18,1,2024-12-10,WH-C16
SKU0066,STORE07,6,28,18,10,2024-12-07,WH-A07
SKU0066,STORE08,93,28,0,149,2024-12-02,WH-C07
SKU0066,STORE09,209,28,0,332,2024-12-30,WH-C18
SKU0066,STORE10,224,28,0,356,2024-11-29,WH-C06
SKU0066,STORE11,30,28,0,49,2024-12-23,WH-A06
SKU0066,STORE12,46,28,0,73,2024-11-12,WH-C10
SKU0066,STORE13,109,28,0,173,2024-10-29,WH-B06
SKU0066,STORE14,96,28,0,153,2024-11-25,WH-C04
SKU0066,STORE15,76,28,0,121,2024-12-13,WH-A18
SKU0067,STORE01,130,32,0,179,2024-10-05,WH-B09
SKU0067,STORE02,94,32,0,130,2024-12-21,WH-C04
SKU0067,STORE03,116,32,0,159,2024-10-14,WH-A17
SKU0067,STORE04,99,32,0,136,2024-11-27,WH-B04
SKU0067,STORE05,26,32,0,36,2024-10-30,WH-B18
SKU0067,STORE06,59,32,0,82,2024-10-25,WH-B10
SKU0067,STORE07,5,32,21,8,2024-12-17,WH-B07
SKU0067,STORE08,30,32,0,42,2024-11-03,WH-C18
SKU0067,STORE09,54,32,0,74,2024-12-23,WH-A03
SKU0067,STORE10,7,32,21,10,2024-12-26,WH-B03
SKU0067,STORE11,121,32,0,167,2024-11-20,WH-B18
SKU0067,STORE12,32,32,0,45,2024-11-12,WH-C10
SKU0067,STORE13,69,32,0,95,2024-10-04,WH-C12
SKU0067,STORE14,100,32,0,137,2024-11-28,WH-C03
SKU0067,STORE15,41,32,0,57,2024-10-17,WH-C19
SKU0069,STORE01,84,26,0,145,2024-10-09,WH-A02
SKU0069,STORE02,0,26,17,1,2024-10-06,WH-A06
SKU0069,STORE03,68,26,0,118,2024-12-07,WH-C02
SKU0069,STORE04,91,26,0,158,2024-12-22,WH-C07
SKU0069,STORE05,54,26,0,94,2024-11-19,WH-C07
SKU0069,STORE06,13,26,0,24,2024-12-22,WH-A07
SKU0069,STORE07,180,26,0,311,2024-10-14,WH-B12
SKU0069,STORE08,68,26,0,118,2024-12-05,WH-A09
SKU0069,STORE09,2,26,17,4,2024-10-29,WH-B08
SKU0069,STORE10,34,26,0,59,2024-12-27,WH-B14
SKU0069,STORE11,16,26,0,28,2024-12-22,WH-C02
SKU0069,STORE12,104,26,0,180,2024-12-29,WH-C11
SKU0069,STORE13,57,26,0,99,2024-10-28,WH-A03
SKU0069,STORE14,90,26,0,156,2024-10-30,WH-C19
SKU0069,STORE15,6,26,17,12,2024-11-17,WH-C05
SKU0071,STORE01,21,21,0,45,2024-11-29,WH-A13
SKU0071,STORE02,57,21,0,118,2024-12-16,WH-C19
SKU0071,STORE03,70,21,0,146,2024-11-09,WH-B03
SKU0071,STORE04,15,21,0,31,2024-10-26,WH-A01
SKU0071,STORE05,84,21,0,174,2024-11-07,WH-C15
SKU0071,STORE06,29,21,0,61,2024-11-03,WH-A03
SKU0071,STORE07,7,21,14,16,2024-12-04,WH-A07
SKU0071,STORE08,4,21,14,9,2024-10-05,WH-C01
SKU0071,STORE09,109,21,0,226,2024-10-20,WH-B10
SKU0071,STORE10,36,21,0,75,2024-11-01,WH-A06
SKU0071,STORE11,85,21,0,176,2024-11-18,WH-C19
SKU0071,STORE12,163,21,0,336,2024-11-16,WH-C03
SKU0071,STORE13,9,21,14,19,2024-10-24,WH-B15
SKU0071,STORE14,15,21,0,31,2024-10-14,WH-B13
SKU0071,STORE15,17,21,0,36,2024-10-05,WH-B02
SKU0072,STORE01,54,22,0,107,2024-10-16,WH-A07
SKU0072,STORE02,5,22,15,11,2024-10-29,WH-B14
SKU0072,STORE03,75,22,0,149,2024-11-17,WH-A09
SKU0072,STORE04,132,22,0,261,2024-10-14,WH-B15
SKU0072,STORE05,1,22,15,3,2024-10-27,WH-A01
SKU0072,STORE06,150,22,0,297,2024-12-03,WH-A01
SKU0072,STORE07,3,22,15,6,2024-12-18,WH-B10
SKU0072,STORE08,1,22,15,3,2024-12-02,WH-B13
SKU0072,STORE09,28,22,0,56,2024-11-27,WH-B13
SKU0072,STORE10,46,22,0,91,2024-11-26,WH-C06
SKU0072,STORE11,52,22,0,103,2024-12-09,WH-A14
SKU0072,STORE12,5,22,15,11,2024-10-30,WH-A19
SKU0072,STORE13,42,22,0,84,2024-10-05,WH-A06
SKU0072,STORE14,4,22,15,8,2024-10-21,WH-C01
SKU0072,STORE15,55,22,0,110,2024-11-19,WH-A08
SKU0073,STORE01,36,32,0,50,2024-11-12,WH-B06
SKU0073,STORE02,87,32,0,120,2024-11-05,WH-B03
SKU0073,STORE03,56,32,0,78,2024-10-15,WH-A11
SKU0073,STORE04,26,32,0,36,2024-10-29,WH-B04
SKU0073,STORE05,102,32,0,142,2024-12-27,WH-C15
SKU0073,STORE06,39,32,0,55,2024-11-28,WH-A07
SKU0073,STORE07,64,32,0,89,2024-11-21,WH-A09
SKU0073,STORE08,137,32,0,190,2024-12-17,WH-C18
SKU0073,STORE09,1,32,21,2,2024-12-02,WH-C13
SKU0073,STORE10,121,32,0,167,2024-11-25,WH-A18
SKU0073,STORE11,36,32,0,50,2024-11-27,WH-B13
SKU0073,STORE12,5,32,21,7,2024-11-10,WH-C16
SKU0073,STORE13,179,32,0,247,2024-11-28,WH-A09
SKU0073,STORE14,4,32,21,6,2024-11-13,WH-A07
SKU0073,STORE15,81,32,0,113,2024-12-12,WH-B09
SKU0074,STORE01,249,92,0,121,2024-10-13,WH-A17
SKU0074,STORE02,231,92,0,112,2024-11-08,WH-B13
SKU0074,STORE03,144,92,0,70,2024-11-12,WH-B18
SKU0074,STORE04,363,92,0,176,2024-12-04,WH-A12
SKU0074,STORE05,334,92,0,162,2024-12-30,WH-C07
SKU0074,STORE06,126,92,0,61,2024-12-07,WH-B13
SKU0074,STORE07,14,92,61,7,2024-12-10,WH-C05
SKU0074,STORE08,334,92,0,162,2024-11-16,WH-B06
SKU0074,STORE09,613,92,0,297,2024-12-08,WH-B03
SKU0074,STORE10,53,92,0,26,2024-12-21,WH-C08
SKU0074,STORE11,444,92,0,215,2024-12-25,WH-A10
SKU0074,STORE12,239,92,0,116,2024-11-07,WH-A06
SKU0074,STORE13,221,92,0,107,2024-10-12,WH-B14
SKU0074,STORE14,45,92,0,22,2024-10-08,WH-C19
SKU0074,STORE15,233,92,0,113,2024-10-19,WH-A12
SKU0075,STORE01,104,30,0,154,2024-11-30,WH-A04
SKU0075,STORE02,3,30,20,5,2024-11-09,WH-A05
SKU0075,STORE03,245,30,0,361,2024-10-17,WH-A16
SKU0075,STORE04,204,30,0,300,2024-11-24,WH-B16
SKU0075,STORE05,27,30,0,41,2024-11-06,WH-C01
SKU0075,STORE06,115,30,0,169,2024-11-20,WH-B16
SKU0075,STORE07,116,30,0,171,2024-10-16,WH-C03
SKU0075,STORE08,46,30,0,68,2024-11-13,WH-C04
SKU0075,STORE09,27,30,0,40,2024-10-05,WH-C11
SKU0075,STORE10,173,30,0,255,2024-11-09,WH-B06
SKU0075,STORE11,116,30,0,171,2024-10-27,WH-A09
SKU0075,STORE12,57,30,0,85,2024-12-20,WH-C14
SKU0075,STORE13,160,30,0,236,2024-11-03,WH-B11
SKU0075,STORE14,118,30,0,174,2024-11-11,WH-B07
SKU0075,STORE15,8,30,20,13,2024-11-25,WH-C08
SKU0077,STORE01,192,90,0,96,2024-10-08,WH-C17
SKU0077,STORE02,122,90,0,61,2024-10-26,WH-A07
SKU0077,STORE03,10,90,60,5,2024-12-21,WH-A18
SKU0077,STORE04,104,90,0,52,2024-10-10,WH-C10
SKU0077,STORE05,407,90,0,203,2024-12-05,WH-C05
SKU0077,STORE06,226,90,0,113,2024-10-03,WH-A06
SKU0077,STORE07,12,90,60,6,2024-10-05,WH-A12
SKU0077,STORE08,136,90,0,68,2024-12-23,WH-A09
SKU0077,STORE09,10,90,60,5,2024-10-11,WH-B19
SKU0077,STORE10,136,90,0,68,2024-11-23,WH-A17
SKU0077,STORE11,150,90,0,75,2024-12-07,WH-C12
SKU0077,STORE12,40,90,60,20,2024-12-01,WH-C11
SKU0077,STORE13,156,90,0,78,2024-12-27,WH-C13
SKU0077,STORE14,68,90,0,34,2024-10-19,WH-C13
SKU0077,STORE15,351,90,0,175,2024-12-25,WH-B12
SKU0078,STORE01,97,38,0,114,2024-11-06,WH-A05
SKU0078,STORE02,51,38,0,60,2024-10-17,WH-C06
SKU0078,STORE03,115,38,0,135,2024-12-16,WH-B15
SKU0078,STORE04,107,38,0,125,2024-11-28,WH-C03
SKU0078,STORE05,6,38,25,8,2024-12-03,WH-A07
SKU0078,STORE06,82,38,0,96,2024-11-21,WH-B16
SKU0078,STORE07,139,38,0,162,2024-12-17,WH-B04
SKU0078,STORE08,5,38,25,6,2024-12-26,WH-C18
SKU0078,STORE09,168,38,0,196,2024-11-12,WH-A13
SKU0078,STORE10,125,38,0,146,2024-12-13,WH-A17
SKU0078,STORE11,154,38,0,180,2024-10-28,WH-B12
SKU0078,STORE12,103,38,0,121,2024-10-08,WH-A02
SKU0078,STORE13,51,38,0,60,2024-12-07,WH-B14
SKU0078,STORE14,79,38,0,93,2024-10-09,WH-C19
SKU0078,STORE15,17,38,25,20,2024-10-06,WH-C17
SKU0079,STORE01,259,77,0,151,2024-12-09,WH-A02
SKU0079,STORE02,235,77,0,137,2024-12-27,WH-A17
SKU0079,STORE03,61,77,0,36,2024-11-12,WH-B13
SKU0079,STORE04,78,77,0,46,2024-10-30,WH-A06
SKU0079,STORE05,217,77,0,127,2024-10-26,WH-A16
SKU0079,STORE06,24,77,51,14,2024-11-26,WH-A08
SKU0079,STORE07,17,77,51,10,2024-11-03,WH-C12
SKU0079,STORE08,298,77,0,174,2024-10-03,WH-C01
SKU0079,STORE09,300,77,0,175,2024-11-02,WH-C03
SKU0079,STORE10,195,77,0,114,2024-12-28,WH-C16
SKU0079,STORE11,320,77,0,187,2024-10-23,WH-A19
SKU0079,STORE12,58,77,0,34,2024-11-04,WH-B15
SKU0079,STORE13,20,77,51,12,2024-10-07,WH-B13
SKU0079,STORE14,523,77,0,305,2024-12-29,WH-C09
SKU0079,STORE15,135,77,0,79,2024-12-25,WH-A08
SKU0080,STORE01,50,26,0,86,2024-11-27,WH-A01
SKU0080,STORE02,84,26,0,145,2024-10-12,WH-C07
SKU0080,STORE03,66,26,0,113,2024-10-19,WH-A16
SKU0080,STORE04,1,26,17,2,2024-10-25,WH-A08
SKU0080,STORE05,14,26,0,24,2024-11-24,WH-B06
SKU0080,STORE06,53,26,0,91,2024-12-07,WH-C19
SKU0080,STORE07,33,26,0,57,2024-10-04,WH-A01
SKU0080,STORE08,4,26,17,7,2024-11-18,WH-C03
SKU0080,STORE09,63,26,0,108,2024-12-07,WH-B16
SKU0080,STORE10,77,26,0,132,2024-11-12,WH-C19
SKU0080,STORE11,72,26,0,124,2024-10-07,WH-A09
SKU0080,STORE12,4,26,17,7,2024-10-19,WH-C08
SKU0080,STORE13,6,26,17,11,2024-11-11,WH-A12
SKU0080,STORE14,211,26,0,361,2024-11-19,WH-A04
SKU0080,STORE15,79,26,0,136,2024-12-24,WH-B04
SKU0081,STORE01,76,93,0,37,2024-10-18,WH-A11
SKU0081,STORE02,18,93,62,9,2024-11-14,WH-B15
SKU0081,STORE03,170,93,0,82,2024-10-13,WH-A07
SKU0081,STORE04,317,93,0,153,2024-12-23,WH-A14
SKU0081,STORE05,344,93,0,166,2024-11-19,WH-A03
SKU0081,STORE06,284,93,0,137,2024-11-28,WH-A16
SKU0081,STORE07,128,93,0,62,2024-10-11,WH-C07
SKU0081,STORE08,2,93,62,1,2024-11-09,WH-A11
SKU0081,STORE09,22,93,62,11,2024-11-19,WH-B11
SKU0081,STORE10,500,93,0,241,2024-12-02,WH-B09
SKU0081,STORE11,149,93,0,72,2024-11-21,WH-A17
SKU0081,STORE12,35,93,62,17,2024-10-08,WH-A02
SKU0081,STORE13,60,93,0,29,2024-12-30,WH-B15
SKU0081,STORE14,425,93,0,205,2024-11-09,WH-C11
SKU0081,STORE15,309,93,0,149,2024-11-14,WH-C17
SKU0082,STORE01,386,77,0,223,2024-12-20,WH-A17
SKU0082,STORE02,291,77,0,168,2024-12-19,WH-A08
SKU0082,STORE03,296,77,0,171,2024-12-29,WH-C06
SKU0082,STORE04,123,77,0,71,2024-12-15,WH-A19
SKU0082,STORE05,91,77,0,53,2024-12-08,WH-A11
SKU0082,STORE06,166,77,0,96,2024-12-22,WH-A17
SKU0082,STORE07,126,77,0,73,2024-10-31,WH-B16
SKU0082,STORE08,244,77,0,141,2024-12-02,WH-A12
SKU0082,STORE09,395,77,0,228,2024-11-04,WH-B07
SKU0082,STORE10,129,77,0,75,2024-11-16,WH-C09
SKU0082,STORE11,17,77,51,10,2024-12-01,WH-A04
SKU0082,STORE12,311,77,0,180,2024-10-24,WH-A01
SKU0082,STORE13,331,77,0,191,2024-10-05,WH-C06
SKU0082,STORE14,239,77,0,138,2024-10-24,WH-B12
SKU0082,STORE15,112,77,0,65,2024-11-18,WH-A12
SKU0084,STORE01,11,76,51,7,2024-12-28,WH-B04
SKU0084,STORE02,617,76,0,362,2024-11-02,WH-C08
SKU0084,STORE03,73,76,0,43,2024-11-26,WH-B19
SKU0084,STORE04,20,76,51,12,2024-11-29,WH-C06
SKU0084,STORE05,543,76,0,319,2024-11-03,WH-A18
SKU0084,STORE06,238,76,0,140,2024-12-04,WH-A12
SKU0084,STORE07,132,76,0,78,2024-11-15,WH-C07
SKU0084,STORE08,119,76,0,70,2024-10-04,WH-B08
SKU0084,STORE09,11,76,51,7,2024-11-08,WH-C17
SKU0084,STORE10,114,76,0,67,2024-10-22,WH-B16
SKU0084,STORE11,68,76,0,40,2024-12-24,WH-A05
SKU0084,STORE12,78,76,0,46,2024-12-21,WH-A12
SKU0084,STORE13,260,76,0,153,2024-10-11,WH-C13
SKU0084,STORE14,68,76,0,40,2024-12-11,WH-B02
SKU0084,STORE15,144,76,0,85,2024-12-07,WH-A04
SKU0085,STORE01,14,24,0,27,2024-12-12,WH-A04
SKU0085,STORE02,29,24,0,54,2024-10-20,WH-C05
SKU0085,STORE03,52,24,0,96,2024-11-04,WH-B19
SKU0085,STORE04,66,24,0,121,2024-10-22,WH-C02
SKU0085,STORE05,8,24,16,15,2024-11-12,WH-C15
SKU0085,STORE06,4,24,16,8,2024-12-12,WH-A16
SKU0085,STORE07,89,24,0,164,2024-12-19,WH-C02
SKU0085,STORE08,40,24,0,74,2024-12-04,WH-B12
SKU0085,STORE09,25,24,0,46,2024-11-25,WH-B11
SKU0085,STORE10,13,24,0,24,2024-10-05,WH-B05
SKU0085,STORE11,14,24,0,27,2024-11-01,WH-C15
SKU0085,STORE12,54,24,0,100,2024-11-16,WH-A14
SKU0085,STORE13,3,24,16,7,2024-12-26,WH-A13
SKU0085,STORE14,30,24,0,56,2024-11-07,WH-A09
